dataset,backbone,regime,predictor,n_true_events,n_pred_events,event_recall,complete_miss_rate,boundary_mismatch_rate,fragmented_rate,exact_boundary_rate,mean_best_iou_matched,mean_boundary_l1_h_matched,mean_duration_abs_error_h_matched,false_event_rate,point_recall,point_precision,mae_on_true_event_hours,spike_thr_train
UNIELEC_DK,GBDT,negative,base,104,4,0.009615384615384581,0.9903846153846154,0.009615384615384616,0.0,0.0,0.375,5.0,5.0,0.75,0.005649717514124294,0.375,35.708996964918306,74.47220000000002
UNIELEC_DK,GBDT,negative,bech,104,4,0.009615384615384581,0.9903846153846154,0.009615384615384616,0.0,0.0,0.375,5.0,5.0,0.75,0.005649717514124294,0.375,35.708996964918306,74.47220000000002
UNIELEC_DK,GBDT,spike,base,966,149,0.10869565217391308,0.8913043478260869,0.09213250517598344,0.008281573498964804,0.008281573498964804,0.3666638817491653,7.59047619047619,7.419047619047619,0.2348993288590604,0.03113926769032535,0.7268170426065163,69.33248624667509,74.47220000000002
UNIELEC_DK,GBDT,spike,bech,966,149,0.10869565217391308,0.8913043478260869,0.09213250517598344,0.008281573498964804,0.008281573498964804,0.3666638817491653,7.59047619047619,7.419047619047619,0.2348993288590604,0.03113926769032535,0.7268170426065163,69.33248624667509,74.47220000000002
UNIELEC_NL,Linear,negative,base,164,73,0.2682926829268293,0.7317073170731707,0.25,0.0,0.018292682926829267,0.5303030303030304,2.772727272727273,2.6363636363636362,0.3972602739726027,0.18351063829787234,0.563265306122449,50.87183707472528,83.34699999999997
UNIELEC_NL,Linear,negative,bech,164,73,0.2682926829268293,0.7317073170731707,0.25,0.0,0.018292682926829267,0.5303030303030304,2.772727272727273,2.6363636363636362,0.3972602739726027,0.18351063829787234,0.563265306122449,50.87183707472528,83.34699999999997
UNIELEC_NL,Linear,spike,base,1237,1112,0.788197251414713,0.211802748585287,0.5521422797089733,0.0856911883589329,0.15036378334680678,0.6245758021210407,4.32,4.176410256410256,0.07284172661870504,0.7257205985738676,0.8896823442501847,26.340330878322096,83.34699999999997
UNIELEC_NL,Linear,spike,bech,1237,1112,0.788197251414713,0.211802748585287,0.5521422797089733,0.0856911883589329,0.15036378334680678,0.6245758021210407,4.32,4.176410256410256,0.07284172661870504,0.7257205985738676,0.8896823442501847,26.340330878322096,83.34699999999997
UNIELEC_NL,GBDT,negative,base,164,0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,61.31550989972921,83.34699999999997
UNIELEC_NL,GBDT,negative,bech,164,0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,61.31550989972921,83.34699999999997
UNIELEC_NL,GBDT,spike,base,1237,81,0.05820533548908646,0.9417946645109135,0.054163298302344384,0.0008084074373484236,0.0032336297493936943,0.26690572340124213,7.486111111111111,7.458333333333333,0.09876543209876543,0.011248367982323993,0.896,68.79987341756585,83.34699999999997
UNIELEC_NL,GBDT,spike,bech,1237,81,0.05820533548908646,0.9417946645109135,0.054163298302344384,0.0008084074373484236,0.0032336297493936943,0.26690572340124213,7.486111111111111,7.458333333333333,0.09876543209876543,0.011248367982323993,0.896,68.79987341756585,83.34699999999997
UNIELEC_CZ,Linear,negative,base,98,24,0.18367346938775508,0.8163265306122449,0.17346938775510204,0.0,0.01020408163265306,0.4964065255731922,3.611111111111111,3.611111111111111,0.25,0.13394919168591224,0.8285714285714286,39.78905903555208,81.62200000000011
UNIELEC_CZ,Linear,negative,bech,98,24,0.18367346938775508,0.8163265306122449,0.17346938775510204,0.0,0.01020408163265306,0.4964065255731922,3.611111111111111,3.611111111111111,0.25,0.13394919168591224,0.8285714285714286,39.78905903555208,81.62200000000011
UNIELEC_CZ,Linear,spike,base,1142,1196,0.882661996497373,0.11733800350262696,0.5542907180385289,0.11646234676007006,0.2119089316987741,0.6736081934757522,3.876984126984127,3.642857142857143,0.09197324414715718,0.8150533676849466,0.8929435483870968,22.61053282927617,81.62200000000011
UNIELEC_CZ,Linear,spike,bech,1142,1196,0.882661996497373,0.11733800350262696,0.5542907180385289,0.11646234676007006,0.2119089316987741,0.6736081934757522,3.876984126984127,3.642857142857143,0.09197324414715718,0.8150533676849466,0.8929435483870968,22.61053282927617,81.62200000000011
UNIELEC_CZ,GBDT,negative,base,98,0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,44.05548336112982,81.62200000000011
UNIELEC_CZ,GBDT,negative,bech,98,0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,44.05548336112982,81.62200000000011
UNIELEC_CZ,GBDT,spike,base,1142,673,0.45884413309982486,0.5411558669001751,0.3213660245183888,0.09544658493870403,0.04203152364273205,0.5217892963656708,6.16412213740458,5.965648854961832,0.04457652303120357,0.29508649245491353,0.9218166139695315,56.91328450293183,81.62200000000011
UNIELEC_CZ,GBDT,spike,bech,1142,673,0.45884413309982486,0.5411558669001751,0.3213660245183888,0.09544658493870403,0.04203152364273205,0.5217892963656708,6.16412213740458,5.965648854961832,0.04457652303120357,0.29508649245491353,0.9218166139695315,56.91328450293183,81.62200000000011
