group,check,ok,detail
artifacts,hash::NINGXIA_DA::iTransformer::NO_TCN::s7,True,"{""on_disk"": ""0BE80946AD8F03A8324EDC3039E8CA4341C8FCA3907BA6524E063F40C50ACBFA"", ""indexed"": ""0BE80946AD8F03A8324EDC3039E8CA4341C8FCA3907BA6524E063F40C50ACBFA""}"
artifacts,identity::NINGXIA_DA::iTransformer::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::NO_TCN::s17,True,"{""on_disk"": ""2B805958A90B4E7A2658429468BB28DC9FC731EE83054ACD7303979F7DF491BE"", ""indexed"": ""2B805958A90B4E7A2658429468BB28DC9FC731EE83054ACD7303979F7DF491BE""}"
artifacts,identity::NINGXIA_DA::iTransformer::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::NO_TCN::s37,True,"{""on_disk"": ""D3D7626F0971CC4A7AE0B00B7A263A9E8A96FDB6B3E0B66BF4D7D67F8FD60AEF"", ""indexed"": ""D3D7626F0971CC4A7AE0B00B7A263A9E8A96FDB6B3E0B66BF4D7D67F8FD60AEF""}"
artifacts,identity::NINGXIA_DA::iTransformer::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""32EAC07BB94FD66B7F7BF3AB7CB421AE21D4157208F531C50C6263C8A3B273E5"", ""indexed"": ""32EAC07BB94FD66B7F7BF3AB7CB421AE21D4157208F531C50C6263C8A3B273E5""}"
artifacts,identity::NINGXIA_DA::iTransformer::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""E567038911D1D9E946B5E48AD94501EF82A6A283373CB76AEF80592C61D2FF5A"", ""indexed"": ""E567038911D1D9E946B5E48AD94501EF82A6A283373CB76AEF80592C61D2FF5A""}"
artifacts,identity::NINGXIA_DA::iTransformer::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""028AA6C8CEF99D8853915E7F9CA22AA0017FEC8F10A9996E2197147A21D74195"", ""indexed"": ""028AA6C8CEF99D8853915E7F9CA22AA0017FEC8F10A9996E2197147A21D74195""}"
artifacts,identity::QINGHAI_DA::LSTM::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::FULL::s7,True,"{""on_disk"": ""98F23BA2C504148D5BFEFD234731FAF6FB9A0C91C12E2646DFB802D5F3333610"", ""indexed"": ""98F23BA2C504148D5BFEFD234731FAF6FB9A0C91C12E2646DFB802D5F3333610""}"
artifacts,identity::QINGHAI_DA::LSTM::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::FULL::s17,True,"{""on_disk"": ""579EEFF2FFFF2FCD7EAD1F8C3FD9B8EA54112C8C4F899386ED9B329D85143383"", ""indexed"": ""579EEFF2FFFF2FCD7EAD1F8C3FD9B8EA54112C8C4F899386ED9B329D85143383""}"
artifacts,identity::QINGHAI_DA::LSTM::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::FULL::s37,True,"{""on_disk"": ""EA5BEBB3FDB2AE708229A816AD121891A6307103913B77A4E24E96A97D52BC60"", ""indexed"": ""EA5BEBB3FDB2AE708229A816AD121891A6307103913B77A4E24E96A97D52BC60""}"
artifacts,identity::QINGHAI_DA::LSTM::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::NO_RARE_MASS::s7,True,"{""on_disk"": ""215F89E81CF11D6E42B305B91E62057AC5FB9FFD0DEC0DC1FAD81DDA5548905E"", ""indexed"": ""215F89E81CF11D6E42B305B91E62057AC5FB9FFD0DEC0DC1FAD81DDA5548905E""}"
artifacts,identity::QINGHAI_DA::LSTM::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::NO_RARE_MASS::s17,True,"{""on_disk"": ""F19FD2CE9D97377453187FF501008761E461CD9E91D9CAD08DC8A3E3FAEB88F3"", ""indexed"": ""F19FD2CE9D97377453187FF501008761E461CD9E91D9CAD08DC8A3E3FAEB88F3""}"
artifacts,identity::QINGHAI_DA::LSTM::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::NO_RARE_MASS::s37,True,"{""on_disk"": ""8ED58770DD39A1E1E203D457187C9E22DD5068847792E941BCAF3EFD18527547"", ""indexed"": ""8ED58770DD39A1E1E203D457187C9E22DD5068847792E941BCAF3EFD18527547""}"
artifacts,identity::QINGHAI_DA::LSTM::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""ECF4B44F4E929422CD9501302D2F9A38B19CF7B5106505B1EB0A3CFF003C9014"", ""indexed"": ""ECF4B44F4E929422CD9501302D2F9A38B19CF7B5106505B1EB0A3CFF003C9014""}"
artifacts,identity::QINGHAI_DA::LSTM::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""C45BB79B0D2ACBDBB67BE7BB4B2AFA5AF7F2D10D4173F5B08CFEB1FE28E2E8DB"", ""indexed"": ""C45BB79B0D2ACBDBB67BE7BB4B2AFA5AF7F2D10D4173F5B08CFEB1FE28E2E8DB""}"
artifacts,identity::QINGHAI_DA::LSTM::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""1C9B7BCC57D520B6157E719F0D785B098056D1FE7F56737D3F813D253906EDB7"", ""indexed"": ""1C9B7BCC57D520B6157E719F0D785B098056D1FE7F56737D3F813D253906EDB7""}"
artifacts,identity::QINGHAI_DA::LSTM::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::NO_TCN::s7,True,"{""on_disk"": ""369936383B9F3CD06C1939666C559B3345FF056471FA49A7A8B7907F67FF0327"", ""indexed"": ""369936383B9F3CD06C1939666C559B3345FF056471FA49A7A8B7907F67FF0327""}"
artifacts,identity::QINGHAI_DA::LSTM::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::NO_TCN::s17,True,"{""on_disk"": ""407ACDBB1D0EF0F842571827E8567599769579382F89798B7F82D1312F4ADC30"", ""indexed"": ""407ACDBB1D0EF0F842571827E8567599769579382F89798B7F82D1312F4ADC30""}"
artifacts,identity::QINGHAI_DA::LSTM::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::NO_TCN::s37,True,"{""on_disk"": ""D9755C0AE820A241304668AA7AE893B3BD251AE861C949E725647DD3B284DF26"", ""indexed"": ""D9755C0AE820A241304668AA7AE893B3BD251AE861C949E725647DD3B284DF26""}"
artifacts,identity::QINGHAI_DA::LSTM::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""3C61DE012B2C98935C500335F640798C75EFEE3CB2FAB1D774BAA5761167E826"", ""indexed"": ""3C61DE012B2C98935C500335F640798C75EFEE3CB2FAB1D774BAA5761167E826""}"
artifacts,identity::QINGHAI_DA::LSTM::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""9412540287279CC87F501AF9E719999F4581F5EFF3A075347F38A8A3EC5818BF"", ""indexed"": ""9412540287279CC87F501AF9E719999F4581F5EFF3A075347F38A8A3EC5818BF""}"
artifacts,identity::QINGHAI_DA::LSTM::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::LSTM::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""12389CCBCF0D8715E5E53258929C8F795E8DC8C76F4BF1D30F52636C83B21220"", ""indexed"": ""12389CCBCF0D8715E5E53258929C8F795E8DC8C76F4BF1D30F52636C83B21220""}"
artifacts,identity::QINGHAI_DA::PatchTST::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::FULL::s7,True,"{""on_disk"": ""49443F18007E3EFBECEFAF378E40E01D137D8065C3EC7AF2179826829BF1CC47"", ""indexed"": ""49443F18007E3EFBECEFAF378E40E01D137D8065C3EC7AF2179826829BF1CC47""}"
artifacts,identity::QINGHAI_DA::PatchTST::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::FULL::s17,True,"{""on_disk"": ""FA64E8A9BFFBFE0DB8A1B28A846219E049C34BADB659783FA0D3B6BFB2B4C8DC"", ""indexed"": ""FA64E8A9BFFBFE0DB8A1B28A846219E049C34BADB659783FA0D3B6BFB2B4C8DC""}"
artifacts,identity::QINGHAI_DA::PatchTST::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::FULL::s37,True,"{""on_disk"": ""5A9C908FC0297BEF60374146090FDB84F4FC6673C688D3DF27B6A1C0B0C6C4BA"", ""indexed"": ""5A9C908FC0297BEF60374146090FDB84F4FC6673C688D3DF27B6A1C0B0C6C4BA""}"
artifacts,identity::QINGHAI_DA::PatchTST::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::NO_RARE_MASS::s7,True,"{""on_disk"": ""CF9837F69071566B55597CA0B81C7FB86B8774875B040BE7F42AD50B745B1EAD"", ""indexed"": ""CF9837F69071566B55597CA0B81C7FB86B8774875B040BE7F42AD50B745B1EAD""}"
artifacts,identity::QINGHAI_DA::PatchTST::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::NO_RARE_MASS::s17,True,"{""on_disk"": ""5D4F74CAA2D220203355A30A854D28E3021758FAEE7390586289520FB92A1FD6"", ""indexed"": ""5D4F74CAA2D220203355A30A854D28E3021758FAEE7390586289520FB92A1FD6""}"
artifacts,identity::QINGHAI_DA::PatchTST::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::NO_RARE_MASS::s37,True,"{""on_disk"": ""2263DFB25C685E868144C1BA6B9929EB20CE1E3C44369B86CE2022C4BFA6609F"", ""indexed"": ""2263DFB25C685E868144C1BA6B9929EB20CE1E3C44369B86CE2022C4BFA6609F""}"
artifacts,identity::QINGHAI_DA::PatchTST::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""0D29267681CD617AEB34DD27949B94E3ACBAB5DE9CD8A6C33897A237EF347CEC"", ""indexed"": ""0D29267681CD617AEB34DD27949B94E3ACBAB5DE9CD8A6C33897A237EF347CEC""}"
artifacts,identity::QINGHAI_DA::PatchTST::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""33B831107150A95927F5877653752EBE97A210AF3A073EF7028DBA0586F30C8C"", ""indexed"": ""33B831107150A95927F5877653752EBE97A210AF3A073EF7028DBA0586F30C8C""}"
artifacts,identity::QINGHAI_DA::PatchTST::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""85E20EAF742E00496A26F7C7C9B0BBB11AAB05320754922FC30C67C1262DC0CE"", ""indexed"": ""85E20EAF742E00496A26F7C7C9B0BBB11AAB05320754922FC30C67C1262DC0CE""}"
artifacts,identity::QINGHAI_DA::PatchTST::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::NO_TCN::s7,True,"{""on_disk"": ""43607A3B678051D514184D4827B9F3AE6AF8845AE21682EB06056C5DC86365A9"", ""indexed"": ""43607A3B678051D514184D4827B9F3AE6AF8845AE21682EB06056C5DC86365A9""}"
artifacts,identity::QINGHAI_DA::PatchTST::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::NO_TCN::s17,True,"{""on_disk"": ""C61172FFC847AADFFDB71A6C2A178F79ECA0A9D46D30FD76DD9BEF9904AA3C88"", ""indexed"": ""C61172FFC847AADFFDB71A6C2A178F79ECA0A9D46D30FD76DD9BEF9904AA3C88""}"
artifacts,identity::QINGHAI_DA::PatchTST::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::NO_TCN::s37,True,"{""on_disk"": ""58D18F619EF48A6EA2631D0F330D9052AB829690A5B052052376721AC7C3D4E5"", ""indexed"": ""58D18F619EF48A6EA2631D0F330D9052AB829690A5B052052376721AC7C3D4E5""}"
artifacts,identity::QINGHAI_DA::PatchTST::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""5E5C23C46E8D0FBF2CB6BA371EC06E0FEB57F5359287825BE1ABCEF76D530AF8"", ""indexed"": ""5E5C23C46E8D0FBF2CB6BA371EC06E0FEB57F5359287825BE1ABCEF76D530AF8""}"
artifacts,identity::QINGHAI_DA::PatchTST::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""951F5A0C9B397C02668A1EA8828CD028E8369643DE9AB45CF4B0C27A33535DB5"", ""indexed"": ""951F5A0C9B397C02668A1EA8828CD028E8369643DE9AB45CF4B0C27A33535DB5""}"
artifacts,identity::QINGHAI_DA::PatchTST::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::PatchTST::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""D8DFE54D64167592FA744CB40981810375E78CFF44A3A03DE1055A1A32811B3F"", ""indexed"": ""D8DFE54D64167592FA744CB40981810375E78CFF44A3A03DE1055A1A32811B3F""}"
artifacts,identity::QINGHAI_DA::TimeMixer::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::FULL::s7,True,"{""on_disk"": ""81F09664C502FCF61BBDC696A277783C207AD200925FEA8BC0717612F7B51736"", ""indexed"": ""81F09664C502FCF61BBDC696A277783C207AD200925FEA8BC0717612F7B51736""}"
artifacts,identity::QINGHAI_DA::TimeMixer::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::FULL::s17,True,"{""on_disk"": ""AF0BA9BF213F2426C79EF064264A0A0CB532F56B38EC0FCDB65C6010D482FB6C"", ""indexed"": ""AF0BA9BF213F2426C79EF064264A0A0CB532F56B38EC0FCDB65C6010D482FB6C""}"
artifacts,identity::QINGHAI_DA::TimeMixer::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::FULL::s37,True,"{""on_disk"": ""FFB3F3CC810BB8D5366BF890FBCFE20D322D6D16D7541F5558F006E791ECA7A9"", ""indexed"": ""FFB3F3CC810BB8D5366BF890FBCFE20D322D6D16D7541F5558F006E791ECA7A9""}"
artifacts,identity::QINGHAI_DA::TimeMixer::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::NO_RARE_MASS::s7,True,"{""on_disk"": ""9656F81AA0480E7E6EEB707D661C3E25A71ABFB833EA4806E9E80E8CFE123D8B"", ""indexed"": ""9656F81AA0480E7E6EEB707D661C3E25A71ABFB833EA4806E9E80E8CFE123D8B""}"
artifacts,identity::QINGHAI_DA::TimeMixer::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::NO_RARE_MASS::s17,True,"{""on_disk"": ""0A5504A8F61CB6AD4DE46AE0E557B38D9D096C152985162D27143355DD6CA4E7"", ""indexed"": ""0A5504A8F61CB6AD4DE46AE0E557B38D9D096C152985162D27143355DD6CA4E7""}"
artifacts,identity::QINGHAI_DA::TimeMixer::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::NO_RARE_MASS::s37,True,"{""on_disk"": ""0C0C86C7DE85A4B09C8AC725C87434842979F52130E53434781A31F8E3F6D5E0"", ""indexed"": ""0C0C86C7DE85A4B09C8AC725C87434842979F52130E53434781A31F8E3F6D5E0""}"
artifacts,identity::QINGHAI_DA::TimeMixer::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""BF5F5B0DB962A419E6579AD2AB310BA1D31B8BE301E020F11CE2540D6339EE27"", ""indexed"": ""BF5F5B0DB962A419E6579AD2AB310BA1D31B8BE301E020F11CE2540D6339EE27""}"
artifacts,identity::QINGHAI_DA::TimeMixer::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""6B8B973C94E3C7D41ABA326A0CFACB367E73513101090D3D23D7C150A7E209CB"", ""indexed"": ""6B8B973C94E3C7D41ABA326A0CFACB367E73513101090D3D23D7C150A7E209CB""}"
artifacts,identity::QINGHAI_DA::TimeMixer::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""3BB0AFBC0C0C732A7D362999C2682317DF0C4D755E2DBE8985CA4686CC0A16A4"", ""indexed"": ""3BB0AFBC0C0C732A7D362999C2682317DF0C4D755E2DBE8985CA4686CC0A16A4""}"
artifacts,identity::QINGHAI_DA::TimeMixer::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::NO_TCN::s7,True,"{""on_disk"": ""5FD6F17ED6DF37819702B3A3E06265149D456D6006D877C4F424778F3667EE5B"", ""indexed"": ""5FD6F17ED6DF37819702B3A3E06265149D456D6006D877C4F424778F3667EE5B""}"
artifacts,identity::QINGHAI_DA::TimeMixer::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::NO_TCN::s17,True,"{""on_disk"": ""081698C25335A821B2B527F5F57A463B9573BD740140E081759EF2679E424AC2"", ""indexed"": ""081698C25335A821B2B527F5F57A463B9573BD740140E081759EF2679E424AC2""}"
artifacts,identity::QINGHAI_DA::TimeMixer::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::NO_TCN::s37,True,"{""on_disk"": ""F1A04DD61AB5AFE2B1F5369184FAEFD42FEC9E44E7098CE176568C7D2416FAB3"", ""indexed"": ""F1A04DD61AB5AFE2B1F5369184FAEFD42FEC9E44E7098CE176568C7D2416FAB3""}"
artifacts,identity::QINGHAI_DA::TimeMixer::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""E39807800253814035F899C120C1462B3D70F19F7B703870CD657EF9CAB05A62"", ""indexed"": ""E39807800253814035F899C120C1462B3D70F19F7B703870CD657EF9CAB05A62""}"
artifacts,identity::QINGHAI_DA::TimeMixer::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""3AFEF36E71A12189901358444AFAFEB7B8B00C336CB526AB03589C3C0728BCD2"", ""indexed"": ""3AFEF36E71A12189901358444AFAFEB7B8B00C336CB526AB03589C3C0728BCD2""}"
artifacts,identity::QINGHAI_DA::TimeMixer::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::TimeMixer::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""B9E150DA647A97B6205CBE2B275F4E14AF215858F7A23075B41D2AAEE8B88FCD"", ""indexed"": ""B9E150DA647A97B6205CBE2B275F4E14AF215858F7A23075B41D2AAEE8B88FCD""}"
artifacts,identity::QINGHAI_DA::iTransformer::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::FULL::s7,True,"{""on_disk"": ""BDDC1833AD4FF3C85BCE8356C6D8625C48336CF210CBE41053E02E04BF6AC117"", ""indexed"": ""BDDC1833AD4FF3C85BCE8356C6D8625C48336CF210CBE41053E02E04BF6AC117""}"
artifacts,identity::QINGHAI_DA::iTransformer::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::FULL::s17,True,"{""on_disk"": ""EE957FED95E8165553A77DB29CA7AA2CCB1F0EEA87D80A5626D74B2B55472537"", ""indexed"": ""EE957FED95E8165553A77DB29CA7AA2CCB1F0EEA87D80A5626D74B2B55472537""}"
artifacts,identity::QINGHAI_DA::iTransformer::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::FULL::s37,True,"{""on_disk"": ""1E0101DE9CD4ADC49EC7670D2C7782544CB7C9417A06A79919CCCA667B83BC78"", ""indexed"": ""1E0101DE9CD4ADC49EC7670D2C7782544CB7C9417A06A79919CCCA667B83BC78""}"
artifacts,identity::QINGHAI_DA::iTransformer::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::NO_RARE_MASS::s7,True,"{""on_disk"": ""5B78E40B2B797A54CFC5930EB6E2FEAEF8205DDD1BFB083EECB26CEE3878550C"", ""indexed"": ""5B78E40B2B797A54CFC5930EB6E2FEAEF8205DDD1BFB083EECB26CEE3878550C""}"
artifacts,identity::QINGHAI_DA::iTransformer::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::NO_RARE_MASS::s17,True,"{""on_disk"": ""0F1E3167699356896953ACE0A9F8A50DDCCCB6FE64A5382F605F0D896BB41B42"", ""indexed"": ""0F1E3167699356896953ACE0A9F8A50DDCCCB6FE64A5382F605F0D896BB41B42""}"
artifacts,identity::QINGHAI_DA::iTransformer::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::NO_RARE_MASS::s37,True,"{""on_disk"": ""000FEE9D6EEAEF566D8F6D512C33A8D685905D185E726E33A3CE2B292AFBB6A7"", ""indexed"": ""000FEE9D6EEAEF566D8F6D512C33A8D685905D185E726E33A3CE2B292AFBB6A7""}"
artifacts,identity::QINGHAI_DA::iTransformer::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""3987EA0EA0E61BE23A8A92135831D74F40E316A37ED781896D70106CC0748B2F"", ""indexed"": ""3987EA0EA0E61BE23A8A92135831D74F40E316A37ED781896D70106CC0748B2F""}"
artifacts,identity::QINGHAI_DA::iTransformer::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
