group,check,ok,detail
artifacts,hash::SHAANXI_DA::iTransformer::NO_RARE_MASS::s37,True,"{""on_disk"": ""B460656C813BAA39CAA4221DB44D330A4C8710106481ED50320DB21CA17841EF"", ""indexed"": ""B460656C813BAA39CAA4221DB44D330A4C8710106481ED50320DB21CA17841EF""}"
artifacts,identity::SHAANXI_DA::iTransformer::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""68B3650C29F2DF5D0B4F3F18F929126175C346BB4C8930FB6E9EF1D296899F3F"", ""indexed"": ""68B3650C29F2DF5D0B4F3F18F929126175C346BB4C8930FB6E9EF1D296899F3F""}"
artifacts,identity::SHAANXI_DA::iTransformer::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""C7AEEBDD7683343C9E9491C7170E4FABA3BEE9EC53E90581F2146715A74E2C7B"", ""indexed"": ""C7AEEBDD7683343C9E9491C7170E4FABA3BEE9EC53E90581F2146715A74E2C7B""}"
artifacts,identity::SHAANXI_DA::iTransformer::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""C34227D832AE6C3D3FFBF287CAC4AB2E0E37EB4253A659DE7548F636C587C638"", ""indexed"": ""C34227D832AE6C3D3FFBF287CAC4AB2E0E37EB4253A659DE7548F636C587C638""}"
artifacts,identity::SHAANXI_DA::iTransformer::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::NO_TCN::s7,True,"{""on_disk"": ""CE795678DF5A3E0A9AC18340E6D084A2AD0A022D92A2796B32D906CC835F161A"", ""indexed"": ""CE795678DF5A3E0A9AC18340E6D084A2AD0A022D92A2796B32D906CC835F161A""}"
artifacts,identity::SHAANXI_DA::iTransformer::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::NO_TCN::s17,True,"{""on_disk"": ""D870606FF5FAF96FA7BC484E9E0BFB1ACA188678676ACA1B148C8AE314B3787E"", ""indexed"": ""D870606FF5FAF96FA7BC484E9E0BFB1ACA188678676ACA1B148C8AE314B3787E""}"
artifacts,identity::SHAANXI_DA::iTransformer::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::NO_TCN::s37,True,"{""on_disk"": ""34E0A8B2579711447B904C41A8D6220560C2674D262EE6BD513AF08BDD1800E5"", ""indexed"": ""34E0A8B2579711447B904C41A8D6220560C2674D262EE6BD513AF08BDD1800E5""}"
artifacts,identity::SHAANXI_DA::iTransformer::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""EFBE12E45752C90E99920CC4DFBD61A569FCEA113478DDA75FB995D2DC9D4981"", ""indexed"": ""EFBE12E45752C90E99920CC4DFBD61A569FCEA113478DDA75FB995D2DC9D4981""}"
artifacts,identity::SHAANXI_DA::iTransformer::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""DF1C7BE496442F8E7C936ECC9E098ED3AF432DF6715B980979CDA8ED45805C45"", ""indexed"": ""DF1C7BE496442F8E7C936ECC9E098ED3AF432DF6715B980979CDA8ED45805C45""}"
artifacts,identity::SHAANXI_DA::iTransformer::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""2DDD68CD8BACEFBD8FF8DFB246CDA2C9D881A31B96B789123D16DDB1FEE57197"", ""indexed"": ""2DDD68CD8BACEFBD8FF8DFB246CDA2C9D881A31B96B789123D16DDB1FEE57197""}"
artifacts,identity::SHANDONG_DA::LSTM::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::FULL::s7,True,"{""on_disk"": ""6F54357E195A18E20CE7535E60BD5722FA8B2CFBA4CECA1F4D0CCA3C1027AFFC"", ""indexed"": ""6F54357E195A18E20CE7535E60BD5722FA8B2CFBA4CECA1F4D0CCA3C1027AFFC""}"
artifacts,identity::SHANDONG_DA::LSTM::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::FULL::s17,True,"{""on_disk"": ""1D499CDDA6E970E7101E8A033A5599F8BCFFFF4522AD13C8260C18B1DFF8EDBE"", ""indexed"": ""1D499CDDA6E970E7101E8A033A5599F8BCFFFF4522AD13C8260C18B1DFF8EDBE""}"
artifacts,identity::SHANDONG_DA::LSTM::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::FULL::s37,True,"{""on_disk"": ""5F74008EED115338AFE586A9E262BD7F324B2A66786CC81D82645A20EA00B54D"", ""indexed"": ""5F74008EED115338AFE586A9E262BD7F324B2A66786CC81D82645A20EA00B54D""}"
artifacts,identity::SHANDONG_DA::LSTM::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::NO_RARE_MASS::s7,True,"{""on_disk"": ""73E5A56FBFD640AE26E9F0CC1254D71551167EC7E963C99429CEB26D9C0290EE"", ""indexed"": ""73E5A56FBFD640AE26E9F0CC1254D71551167EC7E963C99429CEB26D9C0290EE""}"
artifacts,identity::SHANDONG_DA::LSTM::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::NO_RARE_MASS::s17,True,"{""on_disk"": ""CC17936F05E4EAA4BEC22CFCE11461BDEC22C92D1171ACDA55012957EA33BD73"", ""indexed"": ""CC17936F05E4EAA4BEC22CFCE11461BDEC22C92D1171ACDA55012957EA33BD73""}"
artifacts,identity::SHANDONG_DA::LSTM::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::NO_RARE_MASS::s37,True,"{""on_disk"": ""ADB18505CE7F6D8D18E877178E2EA0C49C0C5ACD3B1B8EE27B36A0A977C2C30A"", ""indexed"": ""ADB18505CE7F6D8D18E877178E2EA0C49C0C5ACD3B1B8EE27B36A0A977C2C30A""}"
artifacts,identity::SHANDONG_DA::LSTM::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""BB4B9AD129366B799B6EB92608342E22CD724249DD8974ED2601155FCE000011"", ""indexed"": ""BB4B9AD129366B799B6EB92608342E22CD724249DD8974ED2601155FCE000011""}"
artifacts,identity::SHANDONG_DA::LSTM::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""64DBE35FFB4014AA77DE8B0C881408B6AA713CA0E531404972C1799CA15312B9"", ""indexed"": ""64DBE35FFB4014AA77DE8B0C881408B6AA713CA0E531404972C1799CA15312B9""}"
artifacts,identity::SHANDONG_DA::LSTM::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""7A82FD7F76A528382B95DB2AD1CC017AD692CF6A57FB9C1214D003465110C4F5"", ""indexed"": ""7A82FD7F76A528382B95DB2AD1CC017AD692CF6A57FB9C1214D003465110C4F5""}"
artifacts,identity::SHANDONG_DA::LSTM::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::NO_TCN::s7,True,"{""on_disk"": ""CE1D0231631D5A4D0D1CA0422DD876D4B8C3752A87599BC07CC1E6C85D37B3B8"", ""indexed"": ""CE1D0231631D5A4D0D1CA0422DD876D4B8C3752A87599BC07CC1E6C85D37B3B8""}"
artifacts,identity::SHANDONG_DA::LSTM::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::NO_TCN::s17,True,"{""on_disk"": ""70A94B015D752732E0ABA5D5E6C022163663EF8383C5BB07760447F47F27410C"", ""indexed"": ""70A94B015D752732E0ABA5D5E6C022163663EF8383C5BB07760447F47F27410C""}"
artifacts,identity::SHANDONG_DA::LSTM::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::NO_TCN::s37,True,"{""on_disk"": ""7F6CA5AEBC35B1DE4DA9AD3A4F66A281D9D84535E126CD82FC0265F994957E9F"", ""indexed"": ""7F6CA5AEBC35B1DE4DA9AD3A4F66A281D9D84535E126CD82FC0265F994957E9F""}"
artifacts,identity::SHANDONG_DA::LSTM::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""B187AE281C0AAE493020873EE1B99BBDC490957BC3E7D4DC522E2E1773E5CE4B"", ""indexed"": ""B187AE281C0AAE493020873EE1B99BBDC490957BC3E7D4DC522E2E1773E5CE4B""}"
artifacts,identity::SHANDONG_DA::LSTM::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""F41F0F01F7425E60523BBB4724CBBB7D4A1F589E773777F088939BF13BCFA460"", ""indexed"": ""F41F0F01F7425E60523BBB4724CBBB7D4A1F589E773777F088939BF13BCFA460""}"
artifacts,identity::SHANDONG_DA::LSTM::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::LSTM::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""368510309198C63CB9AAB2D1E15462671A35BFC9F4171810FF5680104504E9C9"", ""indexed"": ""368510309198C63CB9AAB2D1E15462671A35BFC9F4171810FF5680104504E9C9""}"
artifacts,identity::SHANDONG_DA::PatchTST::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::FULL::s7,True,"{""on_disk"": ""69EC5C83EC67397FE14D2C5749F984ECFC032FC006889F67A164B8F075A0508A"", ""indexed"": ""69EC5C83EC67397FE14D2C5749F984ECFC032FC006889F67A164B8F075A0508A""}"
artifacts,identity::SHANDONG_DA::PatchTST::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::FULL::s17,True,"{""on_disk"": ""D8614056162A78138BB096B7DF8D2B4C68EA24929EE5F8D5F5159106882A6F20"", ""indexed"": ""D8614056162A78138BB096B7DF8D2B4C68EA24929EE5F8D5F5159106882A6F20""}"
artifacts,identity::SHANDONG_DA::PatchTST::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::FULL::s37,True,"{""on_disk"": ""FFF1DFB58F632012833854500678F4C22CF7AD7CF8DFC9EB6FDC668D29D7B2B1"", ""indexed"": ""FFF1DFB58F632012833854500678F4C22CF7AD7CF8DFC9EB6FDC668D29D7B2B1""}"
artifacts,identity::SHANDONG_DA::PatchTST::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::NO_RARE_MASS::s7,True,"{""on_disk"": ""ED9EAE71BE317F266C486F1711663F4FEDA4073A873FCF920CD830845176C0C9"", ""indexed"": ""ED9EAE71BE317F266C486F1711663F4FEDA4073A873FCF920CD830845176C0C9""}"
artifacts,identity::SHANDONG_DA::PatchTST::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::NO_RARE_MASS::s17,True,"{""on_disk"": ""FDCE4DF31B2B0EFEAFE8D68FA8F880F9B7EF6DA8B3798A7EEDC09E0DB3ED483D"", ""indexed"": ""FDCE4DF31B2B0EFEAFE8D68FA8F880F9B7EF6DA8B3798A7EEDC09E0DB3ED483D""}"
artifacts,identity::SHANDONG_DA::PatchTST::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::NO_RARE_MASS::s37,True,"{""on_disk"": ""69AE9F15DDB4E2A7E7990AD78A16302CD546FAE149DB917B1B4D54B40E9B36CA"", ""indexed"": ""69AE9F15DDB4E2A7E7990AD78A16302CD546FAE149DB917B1B4D54B40E9B36CA""}"
artifacts,identity::SHANDONG_DA::PatchTST::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""FA8452357511C5EF8DBAE7E65B3EF2DA92DE46DCA1D2D41A76C9D1117E1266CF"", ""indexed"": ""FA8452357511C5EF8DBAE7E65B3EF2DA92DE46DCA1D2D41A76C9D1117E1266CF""}"
artifacts,identity::SHANDONG_DA::PatchTST::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""437D517F21676C66AF9CB01F622628BFF00F54166B6BD15656CCAB165540A756"", ""indexed"": ""437D517F21676C66AF9CB01F622628BFF00F54166B6BD15656CCAB165540A756""}"
artifacts,identity::SHANDONG_DA::PatchTST::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""7BDF9E7E4DDC4E1679E641542395648DC7B814ACE792F5F7836D518E764B1C31"", ""indexed"": ""7BDF9E7E4DDC4E1679E641542395648DC7B814ACE792F5F7836D518E764B1C31""}"
artifacts,identity::SHANDONG_DA::PatchTST::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::NO_TCN::s7,True,"{""on_disk"": ""44B8CFC4B0DD89A3ADF2612AFC33CBCD7D73EEDAAEA6EE43E753D7DB1E528C02"", ""indexed"": ""44B8CFC4B0DD89A3ADF2612AFC33CBCD7D73EEDAAEA6EE43E753D7DB1E528C02""}"
artifacts,identity::SHANDONG_DA::PatchTST::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::NO_TCN::s17,True,"{""on_disk"": ""12200559146183D562C402EE75AC311BC7F20656D84D547B9BEAC62F25EE7E2B"", ""indexed"": ""12200559146183D562C402EE75AC311BC7F20656D84D547B9BEAC62F25EE7E2B""}"
artifacts,identity::SHANDONG_DA::PatchTST::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::NO_TCN::s37,True,"{""on_disk"": ""853C59F3ECEF0C79EC629FE4731B88F7E36052C42792F3996A971C42E1D9356F"", ""indexed"": ""853C59F3ECEF0C79EC629FE4731B88F7E36052C42792F3996A971C42E1D9356F""}"
artifacts,identity::SHANDONG_DA::PatchTST::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""E8AA8CCE8215162864DE80CDB57B3835B3797253D2C1463D4A3E45851DE96941"", ""indexed"": ""E8AA8CCE8215162864DE80CDB57B3835B3797253D2C1463D4A3E45851DE96941""}"
artifacts,identity::SHANDONG_DA::PatchTST::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""FB3B00D9018428FB325212C55D5B375B491AEDD347FCCB787C192D1320A7002B"", ""indexed"": ""FB3B00D9018428FB325212C55D5B375B491AEDD347FCCB787C192D1320A7002B""}"
artifacts,identity::SHANDONG_DA::PatchTST::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::PatchTST::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""6B2BD1AC7165062921BA9385BABCAFEA297276782FB2B21FFB13EF82A6725005"", ""indexed"": ""6B2BD1AC7165062921BA9385BABCAFEA297276782FB2B21FFB13EF82A6725005""}"
artifacts,identity::SHANDONG_DA::TimeMixer::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::FULL::s7,True,"{""on_disk"": ""840A882F31B2BF72D3DE006F47268854B582626DA9AB343408A82CFFF3DA7031"", ""indexed"": ""840A882F31B2BF72D3DE006F47268854B582626DA9AB343408A82CFFF3DA7031""}"
artifacts,identity::SHANDONG_DA::TimeMixer::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::FULL::s17,True,"{""on_disk"": ""2DD402432E4257C91A6228D91B4EF343FF79C3D031C1A46B503A27926B5A79A5"", ""indexed"": ""2DD402432E4257C91A6228D91B4EF343FF79C3D031C1A46B503A27926B5A79A5""}"
artifacts,identity::SHANDONG_DA::TimeMixer::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::FULL::s37,True,"{""on_disk"": ""5ADD4357E6928EEBA38B930D28AD54C78101D1148D54CC7F534AB39EF55FDCC9"", ""indexed"": ""5ADD4357E6928EEBA38B930D28AD54C78101D1148D54CC7F534AB39EF55FDCC9""}"
artifacts,identity::SHANDONG_DA::TimeMixer::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::NO_RARE_MASS::s7,True,"{""on_disk"": ""0282E57A4E4765E9CD4DF5EF88EC3B80521CC7937C6B2E2EB1CB2FE5AAC59FDA"", ""indexed"": ""0282E57A4E4765E9CD4DF5EF88EC3B80521CC7937C6B2E2EB1CB2FE5AAC59FDA""}"
artifacts,identity::SHANDONG_DA::TimeMixer::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::NO_RARE_MASS::s17,True,"{""on_disk"": ""2CD644EF5838FBE98D4A48D6BB3DB7FBD3BAC1EC048E8D4D1099D133C90CB274"", ""indexed"": ""2CD644EF5838FBE98D4A48D6BB3DB7FBD3BAC1EC048E8D4D1099D133C90CB274""}"
artifacts,identity::SHANDONG_DA::TimeMixer::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::NO_RARE_MASS::s37,True,"{""on_disk"": ""B0A154D6E1A1C5AB57DED06235459BD8BEDA07233DE194995EC92C2A8E2E55A0"", ""indexed"": ""B0A154D6E1A1C5AB57DED06235459BD8BEDA07233DE194995EC92C2A8E2E55A0""}"
artifacts,identity::SHANDONG_DA::TimeMixer::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""D844A9F005A1677BEA083DC590C505AAA26F984CB1243F5105623FB49C1DD5C0"", ""indexed"": ""D844A9F005A1677BEA083DC590C505AAA26F984CB1243F5105623FB49C1DD5C0""}"
artifacts,identity::SHANDONG_DA::TimeMixer::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""C1A93A5EBE924585AD733FD021D9026A75378B895FF64BEDB01D48D45FEB9ECA"", ""indexed"": ""C1A93A5EBE924585AD733FD021D9026A75378B895FF64BEDB01D48D45FEB9ECA""}"
artifacts,identity::SHANDONG_DA::TimeMixer::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""6BED53AD8C89E35655AC33CD23C6BC6994BBD4A070882434593E27A39C3F63A1"", ""indexed"": ""6BED53AD8C89E35655AC33CD23C6BC6994BBD4A070882434593E27A39C3F63A1""}"
artifacts,identity::SHANDONG_DA::TimeMixer::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::NO_TCN::s7,True,"{""on_disk"": ""741077FFC92FEB4AD5B3A020DC142C287CD9A70C48C6B001AD7D7821522657F0"", ""indexed"": ""741077FFC92FEB4AD5B3A020DC142C287CD9A70C48C6B001AD7D7821522657F0""}"
artifacts,identity::SHANDONG_DA::TimeMixer::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::NO_TCN::s17,True,"{""on_disk"": ""71E1BDC9D44D80A3D4A4DBC11DC31EE44C4496D5DB6F7F4D709A112C31AFB9C0"", ""indexed"": ""71E1BDC9D44D80A3D4A4DBC11DC31EE44C4496D5DB6F7F4D709A112C31AFB9C0""}"
artifacts,identity::SHANDONG_DA::TimeMixer::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::NO_TCN::s37,True,"{""on_disk"": ""40390F945A22CF523BC21E62940C9C632BEFBC5730982CFC55615685844BDF11"", ""indexed"": ""40390F945A22CF523BC21E62940C9C632BEFBC5730982CFC55615685844BDF11""}"
artifacts,identity::SHANDONG_DA::TimeMixer::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""87A6C0DAAC4566C7AB07875FE42A4D5CF647FC6394DB5E3744EA2C78AC9EF7B8"", ""indexed"": ""87A6C0DAAC4566C7AB07875FE42A4D5CF647FC6394DB5E3744EA2C78AC9EF7B8""}"
artifacts,identity::SHANDONG_DA::TimeMixer::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""364CCB88A54BB98D93BF9A1A29C4E5FBF71D286988BA1089B8B0575486E8F44E"", ""indexed"": ""364CCB88A54BB98D93BF9A1A29C4E5FBF71D286988BA1089B8B0575486E8F44E""}"
artifacts,identity::SHANDONG_DA::TimeMixer::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::TimeMixer::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""B708415C3361018EA0AEF0D34E8C0C97C83A368DFC08476890B73D1D722354EE"", ""indexed"": ""B708415C3361018EA0AEF0D34E8C0C97C83A368DFC08476890B73D1D722354EE""}"
artifacts,identity::SHANDONG_DA::iTransformer::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::iTransformer::FULL::s7,True,"{""on_disk"": ""C64147B3145B8D221C767A94301962B082919F1ECE0E53EB9DA179B5158678F2"", ""indexed"": ""C64147B3145B8D221C767A94301962B082919F1ECE0E53EB9DA179B5158678F2""}"
artifacts,identity::SHANDONG_DA::iTransformer::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::iTransformer::FULL::s17,True,"{""on_disk"": ""D9005A9A42501FEA72D5CEF19AF3FBE5DEC6CFCB8E14211C347D351C7DF1B71A"", ""indexed"": ""D9005A9A42501FEA72D5CEF19AF3FBE5DEC6CFCB8E14211C347D351C7DF1B71A""}"
artifacts,identity::SHANDONG_DA::iTransformer::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHANDONG_DA::iTransformer::FULL::s37,True,"{""on_disk"": ""238208FA4A7738EC777C34B0DE39131F89D3359CBA002FC792DB5B1CDE3E3FFD"", ""indexed"": ""238208FA4A7738EC777C34B0DE39131F89D3359CBA002FC792DB5B1CDE3E3FFD""}"
artifacts,identity::SHANDONG_DA::iTransformer::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
