dataset,tier,backbone,neg_pct_test,currency,mae_base,mae_bech,mae_gain,tail_base,tail_bech,tail_gain,rmae_base,rmae_bech,neg_n,neg_miss_base,neg_miss_bech,mae_neg_base,mae_neg_bech,mae_norm_base,mae_norm_bech,spike_n,fire,lam_neg,lam_pos,n_fired,harm_rate,gain_on_fired,worst_harm,dm_p,dm_stat,seconds
LAGO_PJM,L2,GBDT,0.5743825387708213,USD,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,0.6233470610515505,0.6233470610515505,60,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,11,0.0,0.0,0.0,0,,,,,,3.6
LAGO_NP,L3,Linear,0.0,EUR,2.5960836303218886,2.5960836303218886,0.0,17.923323555686753,17.923323555686753,0.0,0.5128739007257829,0.5128739007257829,0,,,,,2.3591208988690195,2.3591208988690195,1278,0.0,0.0,0.0,0,,,,,,4.5
LAGO_NP,L3,MLP,0.0,EUR,3.566236852473204,3.566236852473204,0.0,17.8804864684143,17.8804864684143,0.0,0.7045342392198625,0.7045342392198625,0,,,,,3.2068410902100726,3.2068410902100726,1278,0.0,0.0,0.0,0,,,,,,87.1
LAGO_NP,L3,LSTM,0.0,EUR,3.242281062823476,3.242281062823476,0.0,16.931398416807276,16.931398416807276,0.0,0.6405345792860426,0.6405345792860426,0,,,,,2.844289326867508,2.844289326867508,1278,0.0,0.0,0.0,0,,,,,,953.9
LAGO_NP,L3,Transformer,0.0,EUR,3.2762122581134276,3.2762122581134276,0.0,16.70461030661411,16.70461030661411,0.0,0.6472379166829539,0.6472379166829539,0,,,,,2.962898587993302,2.962898587993302,1278,0.0,0.0,0.0,0,,,,,,55.9
LAGO_NP,L3,GBDT,0.0,EUR,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,0.7003061917281115,0.7003061917281115,0,,,,,2.948229656707876,2.948229656707876,1278,0.0,0.0,0.0,0,,,,,,15.0
GEFCOM14P,L3,Linear,0.0,USD,5.755013419463846,5.755013419463846,0.0,40.05265796787878,40.05265796787878,0.0,0.4643737931588766,0.4643737931588766,0,,,,,5.069530426939506,5.069530426939506,71,0.0,0.0,0.0,0,,,,,,0.1
GEFCOM14P,L3,MLP,0.0,USD,6.360250147309374,6.360250147309374,0.0,46.65922894678336,46.65922894678336,0.0,0.51321052985842,0.51321052985842,0,,,,,5.7585058789333985,5.7585058789333985,71,0.0,0.0,0.0,0,,,,,,49.8
GEFCOM14P,L3,LSTM,0.0,USD,4.728823634977022,4.728823634977022,0.0,37.044494818510266,37.044494818510266,0.0,0.3815702255579114,0.3815702255579114,0,,,,,4.225644821196999,4.225644821196999,71,0.0,0.0,0.0,0,,,,,,541.9
GEFCOM14P,L3,Transformer,0.0,USD,6.2349921003212945,6.2349921003212945,0.0,49.308792064875824,49.308792064875824,0.0,0.5031034197330458,0.5031034197330458,0,,,,,5.465421741796923,5.465421741796923,71,0.0,0.0,0.0,0,,,,,,46.9
GEFCOM14P,L3,GBDT,0.0,USD,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,0.5017698399397861,0.5017698399397861,0,,,,,5.463817802160631,5.463817802160631,71,0.0,0.0,0.0,0,,,,,,1.6
