dataset,backbone,method,n,mae,rmse,rmae,neg_n,mae_on_neg,neg_miss_rate,spike_thr,spike_n,mae_on_spike,spike_miss_rate,normal_n,mae_on_normal,touch_rate,status,seed,neg_thr,spike_thr_source,n_full,n_valid,n_S1,n_S2,n_S3,n_S4,s1_range,s2_range,s3_range,s4_range,duration_s
LAGO_BE,LSTM,Identity,10446,6.229194634491836,14.665795315982404,0.7077386091237433,2,10.586080474853516,1.0,89.88789999999995,167,63.09119312948809,0.8622754491017964,10277,5.3043461845215045,0.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",343.8
LAGO_BE,LSTM,QuantileCorrection,10446,7.1004477722627,15.536818806781072,0.8067272457135118,2,16.747155113220217,1.0,89.88789999999995,167,69.63068465729673,0.9281437125748503,10277,6.08246168931217,1.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",343.8
LAGO_BE,LSTM,VahediStyle,10446,6.229194634491836,14.665795315982404,0.7077386091237433,2,10.586080474853516,1.0,89.88789999999995,167,63.09119312948809,0.8622754491017964,10277,5.3043461845215045,0.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",343.8
LAGO_BE,LSTM,SpikeRegularization,10446,7.5950252670801754,16.024709852375484,0.8629193554202557,2,17.939118269890038,1.0,89.88789999999995,167,71.91786116567376,0.9401197604790419,10277,6.547773950443925,1.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",343.8
LAGO_BE,LSTM,CRC,10446,7.101374345916544,15.448995924307326,0.8068325196674498,2,20.14795046773954,1.0,89.88789999999995,167,70.24346594602528,0.9281437125748503,10277,6.072784052108837,0.9162358797625886,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",343.8
LAGO_BE,LSTM,DeltaAdapter,10446,6.208320724027012,14.671230867644969,0.7053669907643576,2,10.866328462503542,1.0,89.88789999999995,167,63.35465980051237,0.8682634730538922,10277,5.278793173063694,1.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",343.8
LAGO_BE,LSTM,HCH,10446,6.229194634491836,14.665795315982404,0.7077386091237433,2,10.586080474853516,1.0,89.88789999999995,167,63.09119312948809,0.8622754491017964,10277,5.3043461845215045,0.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",343.8
LAGO_BE,Transformer,Identity,10446,6.940042988047297,14.969119218168192,0.7885026331369834,2,11.504348678588867,1.0,89.88789999999995,167,63.06387510836481,0.9041916167664671,10277,6.027149286045341,0.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",45.0
LAGO_BE,Transformer,QuantileCorrection,10446,6.840747363061118,15.288936100345976,0.7772210226490613,2,15.362626476287842,1.0,89.88789999999995,167,68.41423120555763,0.9341317365269461,10277,5.838527302739684,1.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",45.0
LAGO_BE,Transformer,VahediStyle,10446,6.940042988047297,14.969119218168192,0.7885026331369834,2,11.504348678588867,1.0,89.88789999999995,167,63.06387510836481,0.9041916167664671,10277,6.027149286045341,0.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",45.0
