variant,mae_base,mae_bech,mae_gain_pct,tail_base,tail_bech,tail_gain_pct,neg_miss_base,neg_miss_bech,mae_neg_base,mae_neg_bech,mae_normal_base,mae_normal_bech,tau_neg,tau_pos,lam_neg,lam_pos,fire_rate,n_fired,harm_rate,worst_harm,dm_p,dataset,backbone,tier,family
rho=0.50,8.50167494478965,8.50167494478965,0.0,74.25484357679252,74.25484357679252,0.0,1.0,1.0,33.57261012208192,33.57261012208192,7.532949927187038,7.532949927187038,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_BE,GBDT,L2,rho
rho=1.00,8.50167494478965,8.50167494478965,0.0,74.25484357679252,74.25484357679252,0.0,1.0,1.0,33.57261012208192,33.57261012208192,7.532949927187038,7.532949927187038,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_BE,GBDT,L2,rho
alpha=0.05,8.50167494478965,8.50167494478965,0.0,74.25484357679252,74.25484357679252,0.0,1.0,1.0,33.57261012208192,33.57261012208192,7.532949927187038,7.532949927187038,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_BE,GBDT,L2,alpha
alpha=0.10,8.50167494478965,8.50167494478965,0.0,74.25484357679252,74.25484357679252,0.0,1.0,1.0,33.57261012208192,33.57261012208192,7.532949927187038,7.532949927187038,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_BE,GBDT,L2,alpha
alpha=0.20,8.50167494478965,8.50167494478965,0.0,74.25484357679252,74.25484357679252,0.0,1.0,1.0,33.57261012208192,33.57261012208192,7.532949927187038,7.532949927187038,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_BE,GBDT,L2,alpha
no-SCARR (lambda=1),8.50167494478965,8.50167494478965,0.0,74.25484357679252,74.25484357679252,0.0,1.0,1.0,33.57261012208192,33.57261012208192,7.532949927187038,7.532949927187038,1.01,0.5,0.0,1.0,0.0,0,,,,LAGO_BE,GBDT,L2,safety
A0 v0,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.12,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,ladder
A1 +L1 magnitude,4.378071972513213,4.377906141605787,0.0037877611073441355,42.79313536582134,42.786015499983144,0.01663786908188408,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.25171979860129,1.01,0.56,0.0,0.05,0.00813708596591997,85,0.5529411764705883,1.3939760495831663,0.4140627208501436,LAGO_PJM,GBDT,L2,ladder
A2 +Bayes gate,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,ladder
A3 +two-tier cert,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,ladder
A4 +S2b reuse (=v1),4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,ladder
rho=0.00,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,rho
rho=0.10,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,rho
rho=0.25,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,rho
rho=0.50,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,rho
rho=1.00,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,rho
alpha=0.05,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,alpha
alpha=0.10,4.378071972513213,4.378071972513213,0.0,42.79313536582134,42.79313536582134,0.0,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251877101367024,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_PJM,GBDT,L2,alpha
alpha=0.20,4.378071972513213,4.3778311896160265,0.005499747347658492,42.79313536582134,42.78534095959828,0.018214150836183354,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.251644333687071,1.01,0.5,0.0,0.05,0.00832854681217691,87,0.5402298850574713,1.3939760495831663,0.37678868070994387,LAGO_PJM,GBDT,L2,alpha
no-SCARR (lambda=1),4.378071972513213,4.405558753266433,-0.6278284351145855,42.79313536582134,42.943242161066856,-0.35077307134032204,1.0,1.0,15.92384300673548,15.92384300673548,4.251877101367024,4.279745244117659,1.01,0.5,0.0,1.0,0.00832854681217691,87,0.6206896551724138,27.879520991663263,0.9703487180662641,LAGO_PJM,GBDT,L2,safety
A0 v0,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,1.01,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,ladder
A1 +L1 magnitude,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,1.01,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,ladder
A2 +Bayes gate,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,ladder
A3 +two-tier cert,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,ladder
A4 +S2b reuse (=v1),3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,ladder
rho=0.00,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,rho
rho=0.10,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,rho
rho=0.25,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,rho
rho=0.50,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,rho
rho=1.00,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,rho
alpha=0.05,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,alpha
alpha=0.10,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,alpha
alpha=0.20,3.544835169006712,3.544835169006712,0.0,17.428572428073664,17.428572428073664,0.0,,,,,2.948229656707876,2.948229656707876,1.01,0.5,0.0,0.0,0.0,0,,,,LAGO_NP,GBDT,L3,alpha
no-SCARR (lambda=1),3.544835169006712,3.596674228640235,-1.462382795306345,17.428572428073664,17.864000086278025,-2.498355272649762,,,,,2.948229656707876,3.0237277478695916,1.01,0.5,0.0,1.0,0.0250813708596592,262,0.6145038167938931,40.819327794281534,0.9637468181100342,LAGO_NP,GBDT,L3,safety
A0 v0,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,ladder
A1 +L1 magnitude,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,ladder
A2 +Bayes gate,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,ladder
A3 +two-tier cert,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,ladder
A4 +S2b reuse (=v1),6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,ladder
rho=0.00,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,rho
rho=0.10,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,rho
rho=0.25,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,rho
rho=0.50,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,rho
rho=1.00,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,rho
alpha=0.05,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,alpha
alpha=0.10,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,alpha
alpha=0.20,6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,alpha
no-SCARR (lambda=1),6.2184649626593504,6.2184649626593504,0.0,50.1905683290398,50.1905683290398,0.0,,,,,5.463817802160631,5.463817802160631,1.01,1.01,0.0,0.0,0.0,0,,,,GEFCOM14P,GBDT,L3,safety
