cell,market,host,config,seeds,n_seeds,n_failed_seeds,complete,switches,n_days,n_entries_evaluated,n_days_any_valid,overall_mae,host_mae,mae_gain_abs,mae_gain_pct,tail_mae,tail_mae_host,upper_tail_mae,lower_tail_mae,normal_mae,normal_mae_host,normal_relative_harm_pct,negative_price_mae,negative_price_mae_host,shape_w1_positive,shape_w1_negative,mass_positive_l1,mass_negative_l1,high_mass_positive_l1,high_mass_negative_l1,high_mass_positive_n_days,high_mass_negative_n_days,alpha,amplitude_scale,n_parameters,fit_seconds,inference_seconds,n_folds,final_epochs,branch_reconstruction_max_abs_err,alpha_consistency_max_abs_err
GANSU_DA::iTransformer,GANSU_DA,iTransformer,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",21.0,504.0,21.0,67.82606639929084,77.13809982178704,9.3120334224962,12.071898898222653,45.659618214716,55.13475799560547,,45.659618214716,68.15611634110707,77.26985635966835,-11.794689996755682,,,3.6448370090394895,4.139747281206798,551.4136516026089,477.09190259660994,955.7943511962891,1997.5839920043945,5.0,1.0,0.6320296785404551,709.4296264648438,47396.0,31.625,0.045483,5.0,29.0,1.9678792341437656e-05,0.0
GANSU_DA::iTransformer,GANSU_DA,iTransformer,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",21.0,504.0,21.0,64.07861319824276,77.13809982178704,13.059486623544274,16.930008197914834,39.977660947905555,55.13475799560547,,39.977660947905555,64.22293027758609,77.26985635966835,-16.884884606686313,,,3.210714337200803,3.643584473587573,613.063106355213,455.0837235223679,1028.9935089111327,1995.4216384887695,5.0,1.0,0.575095243688922,709.4296264648438,47396.0,32.407,0.038548,5.0,31.0,9.648570653553179e-06,0.0
GANSU_DA::iTransformer,GANSU_DA,iTransformer,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",21.0,504.0,21.0,68.55372201562378,77.13809982178704,8.58437780616326,11.128583444492202,35.39353495296748,55.13475799560547,,35.39353495296748,68.75228601001093,77.26985635966835,-11.023147642478648,,,3.8558680181728926,3.7659604386150622,588.6260986328125,503.2944056193034,747.7767364501954,1978.093879699707,5.0,1.0,0.6618141361283363,709.4296264648438,24612.0,11.9,0.025993,5.0,27.0,2.5214581341970188e-05,0.0
GANSU_DA::iTransformer,GANSU_DA,iTransformer,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",21.0,504.0,21.0,74.325127137252,77.13809982178704,2.8129726845350405,3.646670959012318,38.60775531163569,55.13475799560547,,38.60775531163569,74.5390036152497,77.26985635966835,-3.5341760332869554,,,3.649929259612173,3.918159702108979,685.3402677263532,645.4424492972238,1204.5889556884765,2185.782295227051,5.0,1.0,0.7632819756741903,709.4296264648438,47363.0,26.545,0.033811,5.0,20.0,1.5288115832845506e-05,0.0
NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",7.0,168.0,7.0,70.01658970198804,75.73468301409767,5.71809331210963,7.550164712573277,63.857661073461706,70.23184676397415,,63.857661073461706,73.77219539929645,79.03638476417179,-6.660463254465126,,,4.9076129319573,3.212943730224698,704.3156776428223,647.4962681361607,1707.9890823364258,1526.8210983276367,1.0,2.0,1.267591097883963,894.6959533691406,24579.0,5.277,0.025659,3.0,38.0,5.383487632570905e-06,0.0
NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,75.73468301409767,75.73468301409767,0.0,0.0,70.23184676397415,70.23184676397415,,70.23184676397415,79.03638476417179,79.03638476417179,0.0,,,8.72903469393867,4.975814269105575,743.3251999148799,1074.2917591751154,2455.3074258796405,2302.761542969849,1.0,2.0,0.0,894.6959533691406,47396.0,17.823,0.04628,3.0,46.0,2.1249608669893227e-10,0.0
NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,75.73468301409767,75.73468301409767,0.0,0.0,70.23184676397415,70.23184676397415,,70.23184676397415,79.03638476417179,79.03638476417179,0.0,,,8.680495831964908,5.5345363442763595,743.3278562151619,1074.3038625538964,2455.309170940047,2302.7713778474717,1.0,2.0,0.0,894.6959533691406,47396.0,17.446,0.038654,3.0,42.0,4.062497991545559e-12,0.0
NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,72.29372745556759,75.73468301409767,3.440955558530078,4.543434291379499,67.25269752711382,70.23184676397415,,67.25269752711382,76.36048083531057,79.03638476417179,-3.385660840694524,,,5.643635210403076,3.3596103205632266,744.6495573861258,670.6776123046875,1323.252082824707,1816.7781295776367,1.0,2.0,1.2101909451306332,894.6959533691406,47396.0,10.965,0.035015,3.0,30.0,6.13859651821258e-06,0.0
NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",7.0,168.0,7.0,75.73468301409767,75.73468301409767,0.0,0.0,70.23184676397415,70.23184676397415,,70.23184676397415,79.03638476417179,79.03638476417179,0.0,,,8.998562819425514,5.77709711822254,739.4268660545349,1070.6018709455218,2452.114925146103,2299.4328862428665,1.0,2.0,0.0,894.6959533691406,24612.0,7.114,0.031579,3.0,36.0,5.3103480279759196e-08,0.0
NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",7.0,168.0,7.0,75.73468301409767,75.73468301409767,0.0,0.0,70.23184676397415,70.23184676397415,,70.23184676397415,79.03638476417179,79.03638476417179,0.0,,,8.704327046775273,5.588117050550436,743.3276204936764,1074.3034347680555,2455.3089230715414,2302.7710844644025,1.0,2.0,0.0,894.6959533691406,47363.0,13.815,0.038676,3.0,34.0,8.607276349992254e-12,0.0
NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",7.0,168.0,7.0,79.59099336858881,82.47408810115996,2.883094732571152,3.4957582423158704,72.66419036351184,73.18104904417008,,72.66419036351184,83.5414517062223,88.04991153535389,-5.120345665902617,,,4.39873822616805,3.9405030101425025,429.4927613394601,756.6736820765904,,2133.1339111328125,0.0,1.0,1.2267156800643708,845.6766967773438,24579.0,3.535,0.025979,3.0,23.0,4.901219426756143e-06,0.0
NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,82.47408810115996,82.47408810115996,0.0,0.0,73.18104904417008,73.18104904417008,,73.18104904417008,88.04993591926424,88.04991153535389,2.7693282062796443e-05,,,5.759867175884132,6.698912243923729,809.0820303311173,1170.2793409567591,,3072.9887602506205,0.0,1.0,0.03836168455887587,845.6766967773438,47396.0,16.305,0.04093,3.0,48.0,1.0760516306121404e-10,0.0
NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,82.52557985498672,82.47408810115996,-0.05149175382675253,-0.062433856514538796,73.29232803918548,73.18104904417008,,73.29232803918548,88.06553094446743,88.04991153535389,0.017739267241931193,,,5.914074086707427,6.593898603302778,809.0813809638577,1170.0763150347132,,3072.8452479988337,0.0,1.0,0.7283074735096524,845.6766967773438,47396.0,16.575,0.030412,3.0,49.0,5.353875745517378e-09,0.0
NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,82.35160816635008,82.47408810115996,0.12247993480988839,0.14850717071240435,72.71381012339876,73.18104904417008,,72.71381012339876,87.74095698371596,88.04991153535389,-0.35088570363170996,,,5.302237366106687,4.38862336859986,503.7156878880092,784.811761038644,,2485.9609985351562,0.0,1.0,0.5306130201992089,845.6766967773438,47396.0,10.53,0.038728,3.0,21.0,6.991557597757492e-06,0.0
NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",7.0,168.0,7.0,82.47408810115996,82.47408810115996,0.0,0.0,73.18104904417008,73.18104904417008,,73.18104904417008,88.04991153535389,88.04991153535389,0.0,,,6.177867962098949,6.0014415218229304,799.0439233779907,1164.4319846970695,,3067.740659236908,0.0,1.0,0.0,845.6766967773438,24612.0,6.413,0.027397,3.0,34.0,5.68664972888655e-08,0.0
NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",7.0,168.0,7.0,82.47408810115996,82.47408810115996,0.0,0.0,73.18104904417008,73.18104904417008,,73.18104904417008,88.04991153535389,88.04991153535389,0.0,,,5.849646529824733,6.1260370854556685,798.5301615851266,1159.739292553493,,3062.867218017578,0.0,1.0,0.0,845.6766967773438,47363.0,10.401,0.04475,3.0,19.0,1.0729718225022111e-07,0.0
NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",7.0,168.0,7.0,82.42240722632889,92.56650777090164,10.144100544572751,10.958715834542435,80.27194059435173,99.5849840678866,,80.27194059435173,84.28477863054736,88.35542199271066,-4.607123445688623,,,5.847676084390628,2.6163688742013136,750.966726575579,879.660266331264,,1903.2793884277344,0.0,1.0,0.9125381306794805,1298.665771484375,24579.0,4.347,0.021496,3.0,26.0,6.651204785157461e-06,0.0
NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,92.56650777090164,92.56650777090164,0.0,0.0,99.5849840678866,99.5849840678866,,99.5849840678866,88.37799817500996,88.35542199271066,0.02555155279680077,,,7.492094760783999,4.496352905383919,872.4261061164683,1347.5632533856801,,3406.8149313926697,0.0,1.0,0.06124450007721698,1298.665771484375,47396.0,18.198,0.033762,3.0,48.0,1.0502566094583443e-08,0.0
NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,92.57655032963164,92.56650777090164,-0.01004255873000659,-0.010849019771666786,99.64180971492341,99.5849840678866,,99.64180971492341,88.33739469845656,88.35542199271066,-0.020403155627035447,,,7.27157886678539,4.538094725979735,872.4273369068812,1348.8846167538848,,3407.8395990133286,0.0,1.0,0.061232093041342604,1298.665771484375,47396.0,17.68,0.040583,3.0,48.0,2.2761284246275437e-09,0.0
NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,86.79395240686434,92.56650777090164,5.772555364037302,6.2361166074495795,83.46905515947886,99.5849840678866,,83.46905515947886,88.5636801709659,88.35542199271066,0.23570503491276024,,,6.168797401654184,2.8856863659992333,567.401785169329,701.8236574445452,,2374.8208923339844,0.0,1.0,0.9149754406240971,1298.665771484375,47396.0,10.992,0.039284,3.0,26.0,7.769823810122034e-06,0.0
NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",7.0,168.0,7.0,92.8646658599155,92.56650777090164,-0.2981580890138673,-0.3221014772986754,99.5849840678866,99.5849840678866,,99.5849840678866,89.37374355109257,88.35542199271066,1.1525286568898117,,,7.323018275145649,5.680863026026564,825.960277557373,1289.1279084341866,,3353.6452140808105,0.0,1.0,0.659714141163295,1298.665771484375,24612.0,5.423,0.024665,3.0,27.0,6.39416281700278e-07,0.0
NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",7.0,168.0,7.0,92.56650777090164,92.56650777090164,0.0,0.0,99.5849840678866,99.5849840678866,,99.5849840678866,88.35542199271066,88.35542199271066,0.0,,,7.444170433380878,4.434239391348231,872.42738188313,1349.1680549483156,,3408.0359718890395,0.0,1.0,0.0,1298.665771484375,47363.0,16.841,0.036045,3.0,41.0,5.668444012785212e-12,0.0
NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",7.0,168.0,7.0,73.48930804647625,86.55437153861637,13.065063492140112,15.094631570759097,62.696688399933784,70.4630389743381,,62.696688399933784,79.96487983440174,96.20917107718331,-16.88434798980824,,,3.6236118982405854,3.4044668495419264,530.2480092729841,914.5221884591239,,1504.2574081420898,0.0,2.0,1.0799325313960833,1120.1343994140625,24579.0,5.751,0.020077,3.0,38.0,7.515322067774832e-06,0.0
NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,86.55437153861637,86.55437153861637,0.0,0.0,70.4630389743381,70.4630389743381,,70.4630389743381,96.20917107718331,96.20917107718331,0.0,,,6.881270653033046,6.8289885894236475,994.5700669328382,1082.7320927719286,,2637.5009803284192,0.0,2.0,0.0,1120.1343994140625,47396.0,17.614,0.043012,3.0,44.0,1.0271171716966232e-11,0.0
NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,86.55437153861637,86.55437153861637,0.0,0.0,70.4630389743381,70.4630389743381,,70.4630389743381,96.20917107718331,96.20917107718331,0.0,,,6.2971114977036375,6.183016389144288,994.5699726848064,1082.7339641609453,,2637.502252046397,0.0,2.0,0.0,1120.1343994140625,47396.0,16.881,0.04107,3.0,44.0,4.626976983523358e-12,0.0
NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",7.0,168.0,7.0,86.17704428409641,86.55437153861637,0.37732725451995464,0.4359424576858137,70.27099328113752,70.4630389743381,,70.27099328113752,95.72067488587176,96.20917107718331,-0.507743893687288,,,4.938505285076009,4.677958655144779,521.298773084368,825.1601039341518,,2009.6723251342773,0.0,2.0,0.5476612966468736,1120.1343994140625,47396.0,10.627,0.040348,3.0,22.0,6.667592742815032e-06,0.0
NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",7.0,168.0,7.0,86.55437153861637,86.55437153861637,0.0,0.0,70.4630389743381,70.4630389743381,,70.4630389743381,96.20917107718331,96.20917107718331,0.0,,,6.672885532836988,5.604429484231903,992.6056059088025,1081.6750843524933,,2636.5395918786526,0.0,2.0,0.38783962586538945,1120.1343994140625,24612.0,7.314,0.023535,3.0,49.0,1.259434198597198e-08,0.0
NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",7.0,168.0,7.0,86.55437153861637,86.55437153861637,0.0,0.0,70.4630389743381,70.4630389743381,,70.4630389743381,96.20917107718331,96.20917107718331,0.0,,,6.2714221253603615,5.99279621245004,994.5704385326915,1082.7343195620929,,2637.502518844083,0.0,2.0,0.0,1120.1343994140625,47363.0,15.858,0.030736,3.0,45.0,6.406916962025874e-13,0.0
QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",6.0,144.0,6.0,125.84085862746718,117.17892042795818,-8.66193819950901,-7.392061787115017,114.23843545077524,106.60477744208441,209.4190491623442,53.66895399795862,137.4432818041591,127.75306341383192,7.585116263660587,,,5.412790744117504,5.214139025479676,1016.331891377767,1068.9473876953125,434.99123128255206,514.0586700439453,3.0,1.0,1.0434155976133996,1363.2272338867188,24051.0,4.0,0.01169,3.0,20.0,1.2195493127364898e-05,0.0
QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",6.0,144.0,6.0,142.19880583164613,117.17892042795818,-25.01988540368795,-21.351865431351385,136.37490321461797,106.60477744208441,262.45815989186246,46.845767671982,147.87358754297705,127.75306341383192,15.749543370219222,,,5.564751668980686,6.683091505973727,1099.8947372436523,872.2869059244791,1865.576192220052,703.6407012939453,3.0,1.0,1.0268355352577754,1363.2272338867188,46868.0,13.537,0.03398,3.0,33.0,1.268600101411721e-05,0.0
QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",6.0,144.0,6.0,141.06027005495253,117.17892042795818,-23.88134962699435,-20.380243767202696,129.59101864940925,106.60477744208441,258.97428719909914,47.256211390515766,156.40429839901395,127.75306341383192,22.427043406678838,,,5.798685475564571,6.96480299882784,1088.6358973185222,863.3268025716146,1847.8633829752605,685.6023712158203,3.0,1.0,1.00891442883471,1363.2272338867188,46868.0,9.965,0.02374,3.0,31.0,1.360506206538048e-05,0.0
QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",6.0,144.0,6.0,141.79738858644149,117.17892042795818,-24.61846815848331,-21.009297635250697,132.89613251136112,106.60477744208441,270.19272829402905,42.44015419387461,152.76299824142637,127.75306341383192,19.576778950951248,,,5.512124561252141,6.378398074552618,1139.990592956543,938.6207071940104,1927.825215657552,570.5652618408203,3.0,1.0,1.0673121343184284,1363.2272338867188,46868.0,13.731,0.036438,3.0,38.0,1.1618847338468186e-05,0.0
QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",6.0,144.0,6.0,138.78848125571506,117.17892042795818,-21.60956082775688,-18.441508719174863,127.97264518680484,106.60477744208441,257.5571358896083,45.99488040800749,148.52025695770124,127.75306341383192,16.255730382447197,,,5.467111247557714,7.065454746675063,1105.0028813680012,887.3741861979166,1882.1109619140625,741.5615997314453,3.0,1.0,1.0492888195570667,1363.2272338867188,24084.0,6.857,0.022368,3.0,40.0,1.4974455552874133e-05,0.0
QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",6.0,144.0,6.0,135.03811936586,117.17892042795818,-17.859198937901837,-15.240965587220705,124.4262039528568,106.60477744208441,206.00532901214163,72.51221527876642,141.44253091707958,127.75306341383192,10.715568877517411,,,5.460586597695058,6.013532173407019,999.0249048868815,729.3217366536459,876.8447469075521,954.9822540283203,3.0,1.0,1.0020501447617354,1363.2272338867188,46835.0,10.138,0.02493,3.0,20.0,1.064507341652643e-05,0.0
QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",6.0,144.0,6.0,119.98887941780893,110.85987186431885,-9.129007553490084,-8.234726777118285,130.0997558567758,111.58940823872884,160.81163575432515,110.55583228560803,116.34974990342016,110.13033548990886,5.647321771830233,,,4.450664077281046,3.956449694136195,629.6817321777344,337.7294743855794,,,0.0,0.0,1.2898763380286273,1131.1455078125,24051.0,6.729,0.023415,3.0,50.0,1.2035069744342763e-05,0.0
QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",6.0,144.0,6.0,121.0721591729013,110.85987186431885,-10.212287308582447,-9.211888068102084,122.24341776603946,111.58940823872884,172.47591313980902,90.2772843463679,113.67971770658554,110.13033548990886,3.222892403702795,,,5.095328381410538,4.241452780760528,522.9531758626302,288.15328216552734,,,0.0,0.0,1.069757434258394,1131.1455078125,46868.0,12.851,0.033208,3.0,27.0,1.217495554328707e-05,0.0
QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",6.0,144.0,6.0,121.17087453196018,110.85987186431885,-10.311002667641333,-9.300933236023353,124.37262660026828,111.58940823872884,173.84040842506963,92.89312907539471,115.28608363046685,110.13033548990886,4.681496807962058,,,5.1446642473772615,4.269500198773263,505.23138936360675,302.20068613688153,,,0.0,0.0,0.9930031979417164,1131.1455078125,46868.0,13.395,0.033093,3.0,30.0,1.0544910310272826e-05,0.0
QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",6.0,144.0,6.0,114.05269209984444,110.85987186431885,-3.1928202355255877,-2.880050447319002,114.4547704200061,111.58940823872884,163.3636416875484,83.72367858177296,112.52640067840638,110.13033548990886,2.1756632065440913,,,5.073061142131793,3.945329043692347,516.1572774251302,308.1114018758138,,,0.0,0.0,0.744863184022059,1131.1455078125,46868.0,8.704,0.034984,3.0,20.0,1.0797230629577825e-05,0.0
QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",6.0,144.0,6.0,113.2277258271639,110.85987186431885,-2.3678539628450466,-2.1358981595640465,114.15301649980776,111.58940823872884,164.60669367019278,83.03907258493724,112.31840413683659,110.13033548990886,1.986799220391209,,,5.016534987634244,4.364341457310007,526.3854675292969,288.25687917073566,,,0.0,0.0,0.6590555165987749,1131.1455078125,24084.0,4.563,0.026811,3.0,24.0,7.784537729094154e-06,0.0
QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",6.0,144.0,6.0,125.60773118977113,110.85987186431885,-14.747859325452282,-13.303153862113565,136.42750735781257,111.58940823872884,201.35931897675187,97.64351152112805,116.53588902041085,110.13033548990886,5.81633888792514,,,4.93071486123738,4.377125292831337,649.8606872558594,339.02014414469403,,,0.0,0.0,1.2104373273864821,1131.1455078125,46835.0,17.473,0.03402,3.0,47.0,1.1577066061363439e-05,0.0
QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",6.0,144.0,6.0,125.36849829099586,114.15169938405354,-11.216798906942316,-9.82622156960131,128.68858374425633,104.84685452779134,221.48935228234254,69.63354922001965,125.63179823924924,123.45654424031575,1.761959248348325,,,4.529006171771857,6.887785829538363,896.9863204956055,505.2983652750651,1361.2735239664714,1081.3724822998047,3.0,1.0,1.1649702489490088,1192.9955444335938,24051.0,5.17,0.026614,3.0,28.0,7.777285190968541e-06,0.0
QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",6.0,144.0,6.0,129.04207852124253,114.15169938405354,-14.890379137188987,-13.044377979071157,130.48988388601208,104.84685452779134,236.51970271480212,62.67105363684247,126.95142925131651,123.45654424031575,2.830862497007654,,,4.604131899390889,6.577246436518738,995.907595316569,528.6715749104818,1537.2090504964192,964.5651092529297,3.0,1.0,1.0525801206511636,1192.9955444335938,46868.0,11.564,0.037622,3.0,29.0,9.708895049698185e-06,0.0
QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",6.0,144.0,6.0,132.52270420033574,114.15169938405354,-18.371004816282195,-16.09350094252608,133.99557435842456,104.84685452779134,240.44337587680798,63.07864547603501,127.19636103234751,123.45654424031575,3.0292576347771223,,,4.615368203467674,6.450933061339952,1000.1239852905273,539.7154083251953,1548.2332407633464,930.4808807373047,3.0,1.0,1.07872786608789,1192.9955444335938,46868.0,11.446,0.034519,3.0,30.0,1.1138413981370832e-05,0.0
