candidate,mean_gain,gain_ci_lo,gain_ci_hi,harm_rate,tail_gain,normal_gain,dataset,backbone,evidence_status
side_cond_mean_neg,1.40778135950361,1.223097419105467,1.601005809845416,0.1664113366526235,2.1386826286075085,1.3691732682727185,LAGO_PJM,Linear,INVALID_ORACLE_DIAGNOSTIC
side_cond_mean_pos,0.7616980054344902,0.5902860212730127,0.9326419047948651,0.1284948295672156,3.1775322617980235,0.6340874056023843,LAGO_PJM,Linear,INVALID_ORACLE_DIAGNOSTIC
identity,0.0,0.0,0.0,0.0,0.0,0.0,LAGO_PJM,LSTM,INVALID_ORACLE_DIAGNOSTIC
mean_residual,0.005142169540322159,-0.008406825304656676,0.018861756946140992,0.4881271543469935,0.03827848783219506,0.003391823695065966,LAGO_PJM,LSTM,INVALID_ORACLE_DIAGNOSTIC
median_residual,0.005397089136738012,-0.005629521491506973,0.01657586264742549,0.4854461891995404,0.03126400663652493,0.004030731801063784,LAGO_PJM,LSTM,INVALID_ORACLE_DIAGNOSTIC
partial_moment_neg,0.3809375404039338,0.3427567410779473,0.4178814754449474,0.09536576024511681,0.5517723830146121,0.37191360315312777,LAGO_PJM,LSTM,INVALID_ORACLE_DIAGNOSTIC
partial_moment_pos,0.4839826442857336,0.43659847159065135,0.5322072431617039,0.10915358100344695,0.9076109307822952,0.46160550495869757,LAGO_PJM,LSTM,INVALID_ORACLE_DIAGNOSTIC
side_cond_mean_neg,0.32554942590628794,0.256612413554981,0.393963734471588,0.18919954040597473,1.1684328402685742,0.28102614877666715,LAGO_PJM,LSTM,INVALID_ORACLE_DIAGNOSTIC
side_cond_mean_pos,0.43699603010889937,0.3555018156368966,0.5209597513620422,0.1976254308693987,1.7197185343052053,0.36923931718562675,LAGO_PJM,LSTM,INVALID_ORACLE_DIAGNOSTIC
identity,0.0,0.0,0.0,0.0,0.0,0.0,LAGO_PJM,MLP,INVALID_ORACLE_DIAGNOSTIC
mean_residual,0.08324827069601771,0.029118180575409228,0.14112777791920436,0.4548065875143623,0.35934611510892656,0.06866407004356165,LAGO_PJM,MLP,INVALID_ORACLE_DIAGNOSTIC
median_residual,0.08333456119053759,0.027371910973652682,0.14273641620175506,0.4559555725775565,0.37025564499483765,0.06817864910248787,LAGO_PJM,MLP,INVALID_ORACLE_DIAGNOSTIC
partial_moment_neg,0.3681473919661907,0.3289391467362812,0.4046790287172142,0.06319417847567982,0.3889706454988069,0.36704745397716937,LAGO_PJM,MLP,INVALID_ORACLE_DIAGNOSTIC
partial_moment_pos,0.8098204179173926,0.7397871836723015,0.8848818754230865,0.10704710838759096,1.5413423940314517,0.7711795393403998,LAGO_PJM,MLP,INVALID_ORACLE_DIAGNOSTIC
side_cond_mean_neg,0.36639927533351035,0.2900047382364248,0.4413392510657677,0.1535810034469552,0.9504935474004536,0.33554590854287747,LAGO_PJM,MLP,INVALID_ORACLE_DIAGNOSTIC
side_cond_mean_pos,0.8179528135932616,0.7063985005221797,0.9333490465953846,0.19264649559555727,2.609040512684681,0.7233429391654487,LAGO_PJM,MLP,INVALID_ORACLE_DIAGNOSTIC
